view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,responses,stimulus,key_press,success_time,board_size,board_set,board_no,success,completed
NULL,6798,html-keyboard-response,14,106069,0.0-16.0-1.0,NULL,"Are you ready to solve a practice Sudoku? <br><br> Yes, I am ready! (Press C) <br><br> Not yet, I would like to read the rules once again, please! (Press R)",67,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,15,174877,0.0-17.0,NULL,NULL,NULL,68802,boards2x3,d,0,1,1
"[{"page_index":0,"viewing_time":2702}]",2702,instructions,16,177579,0.0-18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,17,264553,0.0-19.0,NULL,NULL,NULL,86972,boards2x3,c,3,1,1
NULL,NULL,sudoku_trial,18,385036,0.0-20.0,NULL,NULL,NULL,120480,boards2x3,b,4,1,1
NULL,NULL,sudoku_trial,19,456188,0.0-21.0,NULL,NULL,NULL,71150,boards2x3,c,1,1,1
NULL,NULL,sudoku_trial,20,541272,0.0-22.0,NULL,NULL,NULL,85081,boards2x3,b,2,1,1
NULL,NULL,sudoku_trial,21,608385,0.0-23.0,NULL,NULL,NULL,67112,boards2x3,b,0,1,1
NULL,NULL,sudoku_trial,22,760519,0.0-24.0,NULL,NULL,NULL,152131,boards2x3,a,3,1,1
"[{"page_index":0,"viewing_time":2008},{"page_index":1,"viewing_time":1278}]",3286,instructions,23,763805,0.0-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":6968}]",6968,instructions,24,770773,0.0-26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,call-function,13,49832,0.0-15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":6361},{"page_index":1,"viewing_time":4886},{"page_index":2,"viewing_time":2666},{"page_index":3,"viewing_time":4593},{"page_index":4,"viewing_time":2049},{"page_index":5,"viewing_time":866},{"page_index":6,"viewing_time":1458}]",22880,instructions,14,72712,0.0-16.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,3205,html-keyboard-response,15,75919,0.0-16.0-1.0,NULL,"Are you ready to solve a practice Sudoku? <br><br> Yes, I am ready! (Press C) <br><br> Not yet, I would like to read the rules once again, please! (Press R)",67,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,16,123012,0.0-17.0,NULL,NULL,NULL,47089,boards2x3,d,0,1,1
"[{"page_index":0,"viewing_time":3699}]",3699,instructions,17,126711,0.0-18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,18,197424,0.0-19.0,NULL,NULL,NULL,70711,boards2x3,b,4,1,1
NULL,NULL,sudoku_trial,19,274291,0.0-20.0,NULL,NULL,NULL,76866,boards2x3,c,1,1,1
NULL,NULL,sudoku_trial,20,370779,0.0-21.0,NULL,NULL,NULL,96485,boards2x3,b,0,1,1
NULL,NULL,sudoku_trial,21,477429,0.0-22.0,NULL,NULL,NULL,106647,boards2x3,c,3,1,1
NULL,NULL,sudoku_trial,22,569773,0.0-23.0,NULL,NULL,NULL,92341,boards2x3,a,3,1,1
NULL,NULL,sudoku_trial,23,750536,0.0-24.0,NULL,NULL,NULL,NULL,boards2x3,b,2,,1
"[{"page_index":0,"viewing_time":35307},{"page_index":1,"viewing_time":1586}]",36893,instructions,24,787430,0.0-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":6458}]",6459,instructions,25,793889,0.0-26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2145},{"page_index":1,"viewing_time":1005},{"page_index":2,"viewing_time":883},{"page_index":3,"viewing_time":1353}]",5387,instructions,0,5387,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2297,survey-multi-choice,1,7685,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1244},{"page_index":1,"viewing_time":1945}]",3189,instructions,2,10874,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4398,survey-multi-choice,3,15273,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1826,survey-multi-choice,4,17100,0.0-5.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1361,survey-multi-choice,5,18461,0.0-7.0-0.0,"{"Q0":"No, I am not a student"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1914,survey-multi-choice,6,20376,0.0-9.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1713,survey-multi-choice,7,22090,0.0-10.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1711,survey-multi-choice,8,23802,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2997,survey-multi-choice,9,26801,0.0-12.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3483,survey-text,10,30285,0.0-13.0,"{"Q0":"male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2020,survey-multi-choice,11,32305,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":4668},{"page_index":1,"viewing_time":2440},{"page_index":2,"viewing_time":1256},{"page_index":3,"viewing_time":1256}]",9621,instructions,0,9622,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2931,survey-multi-choice,1,12558,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2279},{"page_index":1,"viewing_time":1408}]",3687,instructions,2,16245,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,10814,survey-multi-choice,3,27062,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7309,survey-multi-choice,4,34374,0.0-5.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,18758,survey-text,5,53133,0.0-6.0-0.0,"{"Q0":"finance"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5542,survey-multi-choice,6,58677,0.0-9.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6102,survey-multi-choice,7,64781,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,9814,survey-multi-choice,8,74597,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4246,survey-multi-choice,9,78845,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6662,survey-text,10,85509,0.0-13.0,"{"Q0":"Female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2317,survey-multi-choice,11,87829,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3432},{"page_index":1,"viewing_time":1287},{"page_index":2,"viewing_time":832},{"page_index":3,"viewing_time":889}]",6442,instructions,0,6444,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4408,survey-multi-choice,1,10859,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1341},{"page_index":1,"viewing_time":960}]",2301,instructions,2,13161,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12971,survey-multi-choice,3,26137,0.0-3.0,"{"Q0":"No, I have never solved Sudoku puzzles before"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8953,survey-multi-choice,4,35097,0.0-5.0,"{"Q0":"Less than four years of high school"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2587,survey-multi-choice,5,37689,0.0-9.0,"{"Q0":"Less than four years of high school"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1493,survey-multi-choice,6,39185,0.0-10.0,"{"Q0":"Less than four years of high school"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3243,survey-multi-choice,7,42433,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1964,survey-multi-choice,8,44401,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5837,survey-text,9,50240,0.0-13.0,"{"Q0":"female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2732,survey-multi-choice,10,52976,0.0-14.0,"{"Q0":"36 - 45 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1553},{"page_index":1,"viewing_time":732},{"page_index":2,"viewing_time":438},{"page_index":3,"viewing_time":473}]",3197,instructions,0,3198,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1884,survey-multi-choice,1,5085,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":818},{"page_index":1,"viewing_time":604}]",1423,instructions,2,6508,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3493,survey-multi-choice,3,10003,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2560,survey-multi-choice,4,12566,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2254,survey-text,5,14820,0.0-6.0-0.0,"{"Q0":"IT"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2290,survey-multi-choice,6,17114,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1071,survey-multi-choice,7,18188,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1296,survey-multi-choice,8,19487,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1515,survey-multi-choice,9,21005,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2160,survey-text,10,23166,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1286,survey-multi-choice,11,24456,0.0-14.0,"{"Q0":"18 - 25 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":221116},{"page_index":1,"viewing_time":3012},{"page_index":2,"viewing_time":10514},{"page_index":3,"viewing_time":13580}]",248223,instructions,0,248223,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6433,survey-multi-choice,1,254661,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":78956},{"page_index":1,"viewing_time":7532}]",86488,instructions,2,341149,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4684,survey-multi-choice,3,345836,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2443,survey-multi-choice,4,348281,0.0-4.0-0.0,"{"Q0":"Average"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2583,survey-multi-choice,5,350866,0.0-5.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6042,survey-text,6,356908,0.0-6.0-0.0,"{"Q0":"accounting"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1976,survey-multi-choice,7,358886,0.0-9.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,11850,survey-multi-choice,8,370738,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5162,survey-multi-choice,9,375902,0.0-11.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3679,survey-multi-choice,10,379582,0.0-12.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5007,survey-text,11,384590,0.0-13.0,"{"Q0":"female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1861,survey-multi-choice,12,386452,0.0-14.0,"{"Q0":"36 - 45 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,call-function,12,55246,0.0-15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":4457},{"page_index":1,"viewing_time":4088},{"page_index":2,"viewing_time":3142},{"page_index":3,"viewing_time":13860},{"page_index":4,"viewing_time":6259},{"page_index":5,"viewing_time":1330},{"page_index":6,"viewing_time":1539}]",34677,instructions,13,89923,0.0-16.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,3070,html-keyboard-response,14,92993,0.0-16.0-1.0,NULL,"Are you ready to solve a practice Sudoku? <br><br> Yes, I am ready! (Press C) <br><br> Not yet, I would like to read the rules once again, please! (Press R)",67,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,15,256713,0.0-17.0,NULL,NULL,NULL,163717,boards2x3,d,0,1,1
"[{"page_index":0,"viewing_time":1860}]",1860,instructions,16,258573,0.0-18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,17,339736,0.0-19.0,NULL,NULL,NULL,81160,boards2x3,c,3,1,1
NULL,NULL,sudoku_trial,18,424735,0.0-20.0,NULL,NULL,NULL,84998,boards2x3,b,0,1,1
NULL,NULL,sudoku_trial,19,502662,0.0-21.0,NULL,NULL,NULL,77921,boards2x3,a,3,1,1
NULL,NULL,sudoku_trial,20,573728,0.0-22.0,NULL,NULL,NULL,71066,boards2x3,c,1,1,1
NULL,NULL,sudoku_trial,21,652950,0.0-23.0,NULL,NULL,NULL,79216,boards2x3,b,2,1,1
NULL,NULL,sudoku_trial,22,724129,0.0-24.0,NULL,NULL,NULL,71177,boards2x3,b,4,1,1
"[{"page_index":0,"viewing_time":1803},{"page_index":1,"viewing_time":2579}]",4384,instructions,23,728513,0.0-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":10558}]",10558,instructions,24,739071,0.0-26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3834},{"page_index":1,"viewing_time":5120},{"page_index":2,"viewing_time":3344},{"page_index":3,"viewing_time":2007}]",14307,instructions,0,14308,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3189,survey-multi-choice,1,17500,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1455},{"page_index":1,"viewing_time":1880}]",3336,instructions,2,20836,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4278,survey-multi-choice,3,25116,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3621,survey-multi-choice,4,28740,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,29063,survey-text,5,57804,0.0-6.0-0.0,"{"Q0":"marketing"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2790,survey-multi-choice,6,60596,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4389,survey-multi-choice,7,64988,0.0-10.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5781,survey-multi-choice,8,70772,0.0-11.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3694,survey-multi-choice,9,74469,0.0-12.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,10422,survey-text,10,84892,0.0-13.0,"{"Q0":"male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,10110,survey-multi-choice,11,95005,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,call-function,12,72195,0.0-15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":5941},{"page_index":1,"viewing_time":21559},{"page_index":2,"viewing_time":5328},{"page_index":3,"viewing_time":3456},{"page_index":4,"viewing_time":4224},{"page_index":5,"viewing_time":1496},{"page_index":6,"viewing_time":8760}]",50765,instructions,13,122960,0.0-16.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,3254,html-keyboard-response,14,126217,0.0-16.0-1.0,NULL,"Are you ready to solve a practice Sudoku? <br><br> Yes, I am ready! (Press C) <br><br> Not yet, I would like to read the rules once again, please! (Press R)",67,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,15,174211,0.0-17.0,NULL,NULL,NULL,47987,boards2x3,d,0,1,1
"[{"page_index":0,"viewing_time":2596}]",2598,instructions,16,176809,0.0-18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,17,235930,0.0-19.0,NULL,NULL,NULL,59118,boards2x3,b,4,1,1
NULL,NULL,sudoku_trial,18,291218,0.0-20.0,NULL,NULL,NULL,55284,boards2x3,a,3,1,1
NULL,NULL,sudoku_trial,19,383810,0.0-21.0,NULL,NULL,NULL,92589,boards2x3,c,1,1,1
NULL,NULL,sudoku_trial,20,565721,0.0-22.0,NULL,NULL,NULL,NULL,boards2x3,b,2,,1
NULL,NULL,sudoku_trial,21,643786,0.0-23.0,NULL,NULL,NULL,78062,boards2x3,b,0,1,1
NULL,NULL,sudoku_trial,22,713618,0.0-24.0,NULL,NULL,NULL,69830,boards2x3,c,3,1,1
"[{"page_index":0,"viewing_time":1350},{"page_index":1,"viewing_time":2280}]",3631,instructions,23,717249,0.0-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":6977}]",6978,instructions,24,724227,0.0-26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":17912},{"page_index":1,"viewing_time":4144},{"page_index":2,"viewing_time":1273},{"page_index":3,"viewing_time":1625}]",24955,instructions,0,24958,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7227,survey-multi-choice,1,32193,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":14717},{"page_index":1,"viewing_time":20694}]",35412,instructions,2,67605,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,11066,survey-multi-choice,3,78676,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3879,survey-multi-choice,4,82558,0.0-4.0-0.0,"{"Q0":"Rather good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4703,survey-multi-choice,5,87264,0.0-5.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3244,survey-multi-choice,6,90511,0.0-7.0-0.0,"{"Q0":"No, I am not a student"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4819,survey-multi-choice,7,95334,0.0-9.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4072,survey-multi-choice,8,99410,0.0-10.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6475,survey-multi-choice,9,105890,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5485,survey-multi-choice,10,111380,0.0-12.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5262,survey-text,11,116644,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2397,survey-multi-choice,12,119044,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,call-function,12,100943,0.0-15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":7016},{"page_index":1,"viewing_time":20476},{"page_index":2,"viewing_time":16853},{"page_index":3,"viewing_time":2356},{"page_index":4,"viewing_time":820},{"page_index":5,"viewing_time":716},{"page_index":6,"viewing_time":3355}]",51593,instructions,13,152536,0.0-16.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,2795,html-keyboard-response,14,155333,0.0-16.0-1.0,NULL,"Are you ready to solve a practice Sudoku? <br><br> Yes, I am ready! (Press C) <br><br> Not yet, I would like to read the rules once again, please! (Press R)",67,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,15,219373,0.0-17.0,NULL,NULL,NULL,64035,boards2x3,d,0,1,1
"[{"page_index":0,"viewing_time":3856}]",3856,instructions,16,223229,0.0-18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,17,302990,0.0-19.0,NULL,NULL,NULL,79758,boards2x3,b,4,1,1
NULL,NULL,sudoku_trial,18,403661,0.0-20.0,NULL,NULL,NULL,100667,boards2x3,b,0,1,1
NULL,NULL,sudoku_trial,19,481167,0.0-21.0,NULL,NULL,NULL,77503,boards2x3,c,3,1,1
NULL,NULL,sudoku_trial,20,562416,0.0-22.0,NULL,NULL,NULL,81246,boards2x3,b,2,1,1
NULL,NULL,sudoku_trial,21,649707,0.0-23.0,NULL,NULL,NULL,87290,boards2x3,a,3,1,1
NULL,NULL,sudoku_trial,22,718437,0.0-24.0,NULL,NULL,NULL,68727,boards2x3,c,1,1,1
"[{"page_index":0,"viewing_time":2987},{"page_index":1,"viewing_time":1517}]",4504,instructions,23,722941,0.0-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":2956}]",2957,instructions,24,725899,0.0-26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,call-function,12,48411,0.0-15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":1468},{"page_index":1,"viewing_time":2307},{"page_index":2,"viewing_time":4045},{"page_index":3,"viewing_time":1241},{"page_index":4,"viewing_time":1109},{"page_index":5,"viewing_time":1449},{"page_index":6,"viewing_time":1405}]",13024,instructions,13,61435,0.0-16.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,3253,html-keyboard-response,14,64690,0.0-16.0-1.0,NULL,"Are you ready to solve a practice Sudoku? <br><br> Yes, I am ready! (Press C) <br><br> Not yet, I would like to read the rules once again, please! (Press R)",67,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,15,124816,0.0-17.0,NULL,NULL,NULL,60119,boards2x3,d,0,1,1
"[{"page_index":0,"viewing_time":8774}]",8774,instructions,16,133591,0.0-18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,17,310430,0.0-19.0,NULL,NULL,NULL,176835,boards2x3,a,3,1,1
NULL,NULL,sudoku_trial,18,402629,0.0-20.0,NULL,NULL,NULL,92195,boards2x3,b,0,1,1
NULL,NULL,sudoku_trial,19,467680,0.0-21.0,NULL,NULL,NULL,65048,boards2x3,c,1,1,1
NULL,NULL,sudoku_trial,20,547687,0.0-22.0,NULL,NULL,NULL,80004,boards2x3,c,3,1,1
NULL,NULL,sudoku_trial,21,627945,0.0-23.0,NULL,NULL,NULL,80255,boards2x3,b,4,1,1
NULL,NULL,sudoku_trial,22,812261,0.0-24.0,NULL,NULL,NULL,NULL,boards2x3,b,2,,1
"[{"page_index":0,"viewing_time":2623},{"page_index":1,"viewing_time":1274}]",3897,instructions,23,816158,0.0-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":131098}]",131099,instructions,24,947258,0.0-26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,call-function,12,40952,0.0-15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":1390},{"page_index":1,"viewing_time":13827},{"page_index":2,"viewing_time":13081},{"page_index":3,"viewing_time":1217},{"page_index":4,"viewing_time":928},{"page_index":5,"viewing_time":608},{"page_index":6,"viewing_time":1537}]",32588,instructions,13,73541,0.0-16.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
