view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,responses,stimulus,key_press,success_time,board_size,board_set,board_no,success,completed
"[{"page_index":0,"viewing_time":15702},{"page_index":1,"viewing_time":8024}]",23728,instructions,2,49444,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4916,survey-multi-choice,3,54367,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3206,survey-multi-choice,4,57582,0.0-5.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2373,survey-multi-choice,5,59961,0.0-7.0-0.0,"{"Q0":"No, I am not a student"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5915,survey-multi-choice,6,65882,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2494,survey-multi-choice,7,68382,0.0-10.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12732,survey-multi-choice,8,81120,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2808,survey-multi-choice,9,83937,0.0-12.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6993,survey-text,10,90933,0.0-13.0,"{"Q0":"Female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2889,survey-multi-choice,11,93832,0.0-14.0,"{"Q0":"61 years of age and older"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":44680},{"page_index":1,"viewing_time":16801},{"page_index":2,"viewing_time":19350},{"page_index":3,"viewing_time":12921}]",93757,instructions,0,93762,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7148,survey-multi-choice,1,100937,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":6190},{"page_index":1,"viewing_time":6753}]",12945,instructions,2,113884,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12876,survey-multi-choice,3,126774,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4604,survey-multi-choice,4,131384,0.0-4.0-0.0,"{"Q0":"Very good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8957,survey-multi-choice,5,140349,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,20261,survey-text,6,160614,0.0-6.0-0.0,"{"Q0":"networking engineering"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4104,survey-multi-choice,7,164728,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5306,survey-multi-choice,8,170048,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4034,survey-multi-choice,9,174105,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2644,survey-multi-choice,10,176765,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5654,survey-text,11,182419,0.0-13.0,"{"Q0":"female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3929,survey-multi-choice,12,186354,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1394},{"page_index":1,"viewing_time":1538},{"page_index":2,"viewing_time":968},{"page_index":3,"viewing_time":1860}]",5760,instructions,0,5762,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4406,survey-multi-choice,1,10170,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2053},{"page_index":1,"viewing_time":1556}]",3609,instructions,2,13779,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3713,survey-multi-choice,3,17494,0.0-3.0,"{"Q0":"No, I have never solved Sudoku puzzles before"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2234,survey-multi-choice,4,19730,0.0-5.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6295,survey-text,5,26025,0.0-6.0-0.0,"{"Q0":"Technology"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3673,survey-multi-choice,6,29700,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1619,survey-multi-choice,7,31319,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2537,survey-multi-choice,8,33857,0.0-11.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1664,survey-multi-choice,9,35522,0.0-12.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3838,survey-text,10,39361,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2603,survey-multi-choice,11,41965,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1821},{"page_index":1,"viewing_time":1449},{"page_index":2,"viewing_time":1340},{"page_index":3,"viewing_time":1609}]",6219,instructions,0,6220,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3507,survey-multi-choice,1,9735,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1814},{"page_index":1,"viewing_time":1353}]",3168,instructions,2,12904,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2926,survey-multi-choice,3,15833,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5205,survey-multi-choice,4,21041,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6859,survey-text,5,27903,0.0-6.0-0.0,"{"Q0":"BE"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3465,survey-multi-choice,6,31375,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4147,survey-multi-choice,7,35522,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2796,survey-multi-choice,8,38323,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2800,survey-multi-choice,9,41123,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,11830,survey-text,10,52954,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2285,survey-multi-choice,11,55244,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":72452},{"page_index":1,"viewing_time":1027},{"page_index":2,"viewing_time":566},{"page_index":3,"viewing_time":757}]",74803,instructions,0,74803,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1766,survey-multi-choice,1,76571,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":622},{"page_index":1,"viewing_time":656}]",1278,instructions,2,77849,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2513,survey-multi-choice,3,80363,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2216,survey-multi-choice,4,82581,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3807,survey-text,5,86388,0.0-6.0-0.0,"{"Q0":"Business"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2287,survey-multi-choice,6,88676,0.0-9.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1071,survey-multi-choice,7,89748,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1829,survey-multi-choice,8,91577,0.0-11.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1584,survey-multi-choice,9,93162,0.0-12.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1974,survey-text,10,95136,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1158,survey-multi-choice,11,96296,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":10176},{"page_index":1,"viewing_time":3520},{"page_index":2,"viewing_time":1177},{"page_index":3,"viewing_time":1319}]",16192,instructions,0,16193,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5033,survey-multi-choice,1,21229,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":4427},{"page_index":1,"viewing_time":3096}]",7523,instructions,2,28753,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4921,survey-multi-choice,3,33675,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2301,survey-multi-choice,4,35979,0.0-4.0-0.0,"{"Q0":"Average"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2470,survey-multi-choice,5,38451,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5006,survey-text,6,43457,0.0-6.0-0.0,"{"Q0":"psychology"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2648,survey-multi-choice,7,46107,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2494,survey-multi-choice,8,48603,0.0-10.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4567,survey-multi-choice,9,53171,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2285,survey-multi-choice,10,55460,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3949,survey-text,11,59409,0.0-13.0,"{"Q0":"female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1815,survey-multi-choice,12,61226,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3964},{"page_index":1,"viewing_time":6622},{"page_index":2,"viewing_time":2050},{"page_index":3,"viewing_time":2230}]",14868,instructions,0,14872,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4480,survey-multi-choice,1,19359,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":13626},{"page_index":1,"viewing_time":3137}]",16764,instructions,2,36124,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5843,survey-multi-choice,3,41970,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3719,survey-multi-choice,4,45695,0.0-4.0-0.0,"{"Q0":"Average"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3019,survey-multi-choice,5,48718,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5437,survey-text,6,54157,0.0-6.0-0.0,"{"Q0":"business"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5385,survey-multi-choice,7,59547,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2272,survey-multi-choice,8,61822,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5201,survey-multi-choice,9,67027,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3127,survey-multi-choice,10,70158,0.0-12.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4433,survey-text,11,74592,0.0-13.0,"{"Q0":"female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2487,survey-multi-choice,12,77082,0.0-14.0,"{"Q0":"46 - 60 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3996},{"page_index":1,"viewing_time":8394},{"page_index":2,"viewing_time":16512},{"page_index":3,"viewing_time":1584}]",30487,instructions,0,30489,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2888,survey-multi-choice,1,33386,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3573},{"page_index":1,"viewing_time":3528}]",7101,instructions,2,40487,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3965,survey-multi-choice,3,44456,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1843,survey-multi-choice,4,46306,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4139,survey-text,5,50448,0.0-6.0-0.0,"{"Q0":"English"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2140,survey-multi-choice,6,52594,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2580,survey-multi-choice,7,55177,0.0-10.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4435,survey-multi-choice,8,59617,0.0-11.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6003,survey-multi-choice,9,65625,0.0-12.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3293,survey-text,10,68922,0.0-13.0,"{"Q0":"female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3264,survey-multi-choice,11,72193,0.0-14.0,"{"Q0":"36 - 45 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":7107},{"page_index":1,"viewing_time":11952},{"page_index":2,"viewing_time":2096},{"page_index":3,"viewing_time":1528}]",22683,instructions,0,22686,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3613,survey-multi-choice,1,26302,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":21638},{"page_index":1,"viewing_time":7272}]",28911,instructions,2,55213,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8495,survey-multi-choice,3,63709,0.0-3.0,"{"Q0":"No, I have never solved Sudoku puzzles before"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4886,survey-multi-choice,4,68597,0.0-5.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2535,survey-multi-choice,5,71133,0.0-7.0-0.0,"{"Q0":"No, I am not a student"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3751,survey-multi-choice,6,74885,0.0-9.0,"{"Q0":"Less than four years of high school"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3230,survey-multi-choice,7,78117,0.0-10.0,"{"Q0":"Less than four years of high school"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,10199,survey-multi-choice,8,88317,0.0-11.0,"{"Q0":"Semi- or unskilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4023,survey-multi-choice,9,92341,0.0-12.0,"{"Q0":"Semi- or unskilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4719,survey-text,10,97061,0.0-13.0,"{"Q0":"male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2390,survey-multi-choice,11,99453,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":50679},{"page_index":1,"viewing_time":4512},{"page_index":2,"viewing_time":1239},{"page_index":3,"viewing_time":1704}]",58135,instructions,0,58136,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3149,survey-multi-choice,1,61288,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":751},{"page_index":1,"viewing_time":816}]",1567,instructions,2,62855,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,21391,survey-multi-choice,3,84249,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,9924,survey-multi-choice,4,94176,0.0-4.0-0.0,"{"Q0":"Very good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,26143,survey-multi-choice,5,120320,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,38614,survey-text,6,158936,0.0-6.0-0.0,"{"Q0":"software development "}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7189,survey-multi-choice,7,166128,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2998,survey-multi-choice,8,169128,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8702,survey-multi-choice,9,177832,0.0-11.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3775,survey-multi-choice,10,181608,0.0-12.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7599,survey-text,11,189208,0.0-13.0,"{"Q0":"Female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1847,survey-multi-choice,12,191056,0.0-14.0,"{"Q0":"18 - 25 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":19369},{"page_index":1,"viewing_time":11137},{"page_index":2,"viewing_time":1743},{"page_index":3,"viewing_time":1247}]",33496,instructions,0,33498,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3412,survey-multi-choice,1,36915,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2049},{"page_index":1,"viewing_time":4342}]",6391,instructions,2,43306,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6254,survey-multi-choice,3,49563,0.0-3.0,"{"Q0":"Yes, I solve Sudoku regularly"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3591,survey-multi-choice,4,53156,0.0-4.0-0.0,"{"Q0":"Very good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4908,survey-multi-choice,5,58067,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12623,survey-text,6,70692,0.0-6.0-0.0,"{"Q0":"computer science"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2356,survey-multi-choice,7,73051,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1780,survey-multi-choice,8,74835,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5942,survey-multi-choice,9,80780,0.0-11.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6010,survey-multi-choice,10,86795,0.0-12.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4555,survey-text,11,91351,0.0-13.0,"{"Q0":"male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2724,survey-multi-choice,12,94080,0.0-14.0,"{"Q0":"18 - 25 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":8197},{"page_index":1,"viewing_time":3216},{"page_index":2,"viewing_time":27425},{"page_index":3,"viewing_time":1418}]",40258,instructions,0,40260,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2857,survey-multi-choice,1,43125,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":5213},{"page_index":1,"viewing_time":2901}]",8115,instructions,2,51240,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4462,survey-multi-choice,3,55708,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2275,survey-multi-choice,4,57990,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,9293,survey-text,5,67285,0.0-6.0-0.0,"{"Q0":"Biology"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3926,survey-multi-choice,6,71217,0.0-9.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3708,survey-multi-choice,7,74931,0.0-10.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4879,survey-multi-choice,8,79816,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3664,survey-multi-choice,9,83486,0.0-12.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3968,survey-text,10,87456,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,13479,survey-multi-choice,11,100941,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":12584},{"page_index":1,"viewing_time":3212},{"page_index":2,"viewing_time":2171},{"page_index":3,"viewing_time":1415}]",19382,instructions,0,19383,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4432,survey-multi-choice,1,23818,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2040},{"page_index":1,"viewing_time":2082}]",4122,instructions,2,27940,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4190,survey-multi-choice,3,32132,0.0-3.0,"{"Q0":"No, I have never solved Sudoku puzzles before"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4435,survey-multi-choice,4,36568,0.0-5.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2180,survey-multi-choice,5,38750,0.0-7.0-0.0,"{"Q0":"Yes, I am a university student now"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4644,survey-text,6,43394,0.0-8.0-0.0,"{"Q0":"psychology"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4584,survey-multi-choice,7,47980,0.0-9.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2605,survey-multi-choice,8,50585,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5152,survey-multi-choice,9,55740,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
